rank,post_id,url,current_title,proposed_title,primary_keyword,search_intent,cluster,primary_page,score,grade,confidence,action,reason
276,2026-08-01-food-auto-0f5d02,https://honsamnote.co.kr/blog/2026-08-01-food-auto-0f5d02/,"퇴근 후 지친 1인 가구 직장인, 오프라인 마트 vs. 온라인 장보기, 당신의 시간과 돈을 아껴줄 현명한 선택",1인 가구 장보기 비교｜온라인 장보기,1인 가구 장보기,비교형,grocery-shopping,no,7,A,HIGH,APPLIED,"A등급 재판정: score 7.0, 대표 키워드+의도 포함, 충돌 없음"
277,2026-08-01-food-auto-976f1b,https://honsamnote.co.kr/blog/2026-08-01-food-auto-976f1b/,"1인 가구, 명절 선물 식재료 너무 많을 때? 버리지 않고 알뜰하게 소비하는 현명한 계획 세우기",1인 가구 식재료 알아보기｜대용량 식재료,1인 가구 식재료,질문형,freeze-portion,no,7,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
278,2026-08-01-products-auto-4d32dc,https://honsamnote.co.kr/blog/2026-08-01-products-auto-4d32dc/,"퇴근 후 쌓인 설거지, 스트레스받지 마세요! 1인 가구에 딱 맞는 식기세척기, 현명하게 고르는 법",1인 가구 식기세척기 방법｜미니 식기세척기,1인 가구 식기세척기,방법형,kitchen-appliances,no,7,A,HIGH,APPLIED,"A등급 재판정: score 7.0, 대표 키워드+의도 포함, 충돌 없음"
279,2026-08-01-products-auto-b433a0,https://honsamnote.co.kr/blog/2026-08-01-products-auto-b433a0/,"퇴근 후 설거지 산더미, 미니 식기세척기 1인 가구에겐 사치일까? 딱 맞는 모델 고르는 3가지 기준",1인 가구 식기세척기 기준｜미니 식기세척기,1인 가구 식기세척기,판단형,kitchen-appliances,no,7,A,HIGH,APPLIED,"A등급 재판정: score 7.0, 대표 키워드+의도 포함, 충돌 없음"
280,2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,"혼자 사는 직장인, 이사 당일 보증금 못 받을 위기? 당황 말고 내 돈 지키는 3단계 대처법",전월세 보증금 알아보기｜보증금 반환,전월세 보증금,질문형,deposit,no,7,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
281,2026-08-04-food-auto-c6481a,https://honsamnote.co.kr/blog/2026-08-04-food-auto-c6481a/,"퇴근 후 장보기 번거로운 1인 가구 직장인, 식재료 구독 서비스 vs. 개별 구매: 당신의 시간과 지갑을 위한 최적의 선택",1인 가구 식재료 비교｜식재료 구독 서비스,1인 가구 식재료,비교형,grocery-shopping,no,7,A,HIGH,APPLIED,"A등급 재판정: score 7.0, 대표 키워드+의도 포함, 충돌 없음"
282,2026-08-06-cleaning-auto-530ba0,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-530ba0/,"혼자 사는 당신, 세탁 후 어깨 뿔룩! 아끼던 옷 망치는 옷걸이 자국, 지금 당장 없애는 현실 팁",1인 가구 세탁 해결 방법｜옷걸이 자국,1인 가구 세탁,문제해결형,laundry-clothing,no,7,A,HIGH,APPLIED,"A등급 재판정: score 7.0, 대표 키워드+의도 포함, 충돌 없음"
283,2026-08-06-cleaning-auto-e80db8,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-e80db8/,"혼자 사는 당신, 냄새나는 음식물 쓰레기, 버릴까? 말릴까? 음식물처리기 vs. 간편 배출, 현명한 선택 기준",음식물쓰레기 비교｜음식물처리기,음식물쓰레기,비교형,odor-removal,no,7,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
284,2026-08-06-cost-auto-515c77,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-515c77/,"혼자 사는 직장인, 매년 이사 갈 때마다 막막하다면? 직접 vs 전문 이사 서비스, 후회 없는 결정 가이드",1인 가구 이사 비교｜이사 비용 줄이기,1인 가구 이사,비교형,general-living-cost,no,7,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
285,2026-08-07-products-auto-e9e85e,https://honsamnote.co.kr/blog/2026-08-07-products-auto-e9e85e/,"혼자 사는 직장인, 소량 빨래나 속옷 손빨래 매번 번거롭다면? 1인 가구 미니 세탁기 vs. 손빨래, 나에게 딱 맞는 선택은?",1인 가구 미니 세탁기 비교｜소량 빨래,1인 가구 미니 세탁기,비교형,products-general,no,7,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
286,2026-08-08-cost-auto-65e819,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-65e819/,"혼자 사는 직장인, 매일 점심값으로 새는 돈 아깝다면? 도시락 vs 배달 vs 구내식당/식당, 내게 맞는 최적의 점심 식사 전략",1인 가구 점심 비교｜점심 도시락,1인 가구 점심,비교형,general-living-cost,no,7,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
287,2026-08-09-safety-auto-14bba7,https://honsamnote.co.kr/blog/2026-08-09-safety-auto-14bba7/,"혼자 사는 당신, 주방이나 콘센트에서 작은 불이 났을 때: 스프레이형 간이 소화기 vs. 일반 분말 소화기, 나에게 맞는 선택은?",1인 가구 화재 비교｜간이 소화기,1인 가구 화재,비교형,fire-prevention,no,7,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
288,2026-08-12-products-auto-6c6a4a,https://honsamnote.co.kr/blog/2026-08-12-products-auto-6c6a4a/,"혼자 사는 직장인, 퇴근 후 어두운 집, 굳이 불 켜러 가기 귀찮다면? 1인 가구 스마트 전구, 과연 나에게 필요한 최적의 선택일까?",스마트 전구 알아보기｜스마트홈 입문,스마트 전구,질문형,products-general,no,7,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
289,2026-07-30-lifestyle-61,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-61/,"혼자 사는 직장인, 퇴근 후 찾아오는 쓸쓸함을 현명하게 다루는 3단계 루틴",1인 가구 외로움 해결 방법｜퇴근 후 쓸쓸함,1인 가구 외로움,문제해결형,loneliness-isolation,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
290,2026-07-30-lifestyle-62,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-62/,"퇴근 후 혼밥이 귀찮은 1인 가구, 매일 끼니 거르지 않고 건강 챙기는 현실적인 식사 루틴",1인 가구 식사 해결 방법｜끼니 거르지 않는 법,1인 가구 식사,문제해결형,daily-rhythm,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
291,2026-07-30-lifestyle-63,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-63/,"혼자 사는 직장인, 안부 연락 부담 줄이고 부모님 걱정 덜어드리는 스마트 안부 시스템 만들기",안부 연락 해결 방법｜부모님 안부,안부 연락,문제해결형,loneliness-isolation,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
292,2026-07-30-lifestyle-64,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-64/,"퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴",퇴근 후 시간 낭비 해결 방법｜무기력 극복,퇴근 후 시간 낭비,문제해결형,daily-rhythm,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
293,2026-08-01-cost-auto-f9f9ca,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-f9f9ca/,"혼자 사는 직장인, 냉장고 속 음식물 쓰레기 없이 식비 절반으로 줄이는 3단계 장보기 & 보관 전략",1인 가구 식비 해결 방법｜식재료 소분,1인 가구 식비,문제해결형,general-living-cost,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
294,2026-08-01-lifestyle-auto-19ac88,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-19ac88/,"혼자 사는 직장인, 주말만 되면 흐트러지는 생활 리듬, 무너지지 않고 재정비하는 현실 가이드",1인 가구 주말 해결 방법｜생활 리듬 유지,1인 가구 주말,문제해결형,daily-rhythm,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
295,2026-08-01-lifestyle-auto-a6f950,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-a6f950/,"혼자 사는 직장인, 경조사 챙기기가 막막하다면? 시간과 에너지를 아끼는 스마트 가이드",1인 가구 경조사 알아보기｜혼자 경조사,1인 가구 경조사,질문형,lifestyle-general,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
296,2026-08-01-safety-auto-1a5c71,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-1a5c71/,"혼자 사는 당신, 늦은 밤 현관문 비밀번호를 잊었거나 열쇠를 잃어버렸을 때 대처법",혼자 사는 집 문 잠김 해결 방법｜비밀번호 잊었을 때,혼자 사는 집 문 잠김,문제해결형,emergency-response,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
297,2026-08-04-products-auto-db26cb,https://honsamnote.co.kr/blog/2026-08-04-products-auto-db26cb/,"혼자 사는 직장인, 퇴근 후 빠르고 맛있는 한 끼! 에어프라이어 vs 토스터 오븐, 우리 집에 맞는 건?",1인 가구 에어프라이어 비교｜간편 요리,1인 가구 에어프라이어,비교형,kitchen-appliances,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
298,2026-08-05-cost-auto-9715f2,https://honsamnote.co.kr/blog/2026-08-05-cost-auto-9715f2/,"혼자 사는 직장인, 물값 매달 낭비 말고! 생수 vs. 정수기 vs. 필터, 내게 맞는 최적의 선택은?",1인 가구 물 비교｜생활비 줄이기,1인 가구 물,비교형,general-living-cost,no,6.9,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
299,2026-08-06-housing-auto-849c13,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-849c13/,"혼자 사는 직장인, 내 공간 꾸미고 싶은데 벽 손상 걱정될 때? 못 vs 무타공 인테리어, 현명하게 결정하는 법",1인 가구 인테리어 비교｜무타공 인테리어,1인 가구 인테리어,비교형,deposit,no,6.9,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
300,2026-08-07-cleaning-auto-f340ae,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-f340ae/,"혼자 사는 당신, 냉장고 속 '이것' 안 버리면 돈 낭비에 냄새까지! 20분 만에 새것처럼 비우고 정리하는 법",혼자사는직장인 냉장고 방법｜냉장고 냄새 제거,혼자사는직장인 냉장고,방법형,odor-removal,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
301,2026-08-07-cost-auto-b1ff82,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-b1ff82/,"혼자 사는 직장인, 매달 나가는 미용실 비용이 부담된다면? 저렴한 동네 미용실 vs 프랜차이즈 vs 셀프, 후회 없는 선택 가이드",1인 가구 미용실 비교｜헤어 커트 비용,1인 가구 미용실,비교형,general-living-cost,no,6.9,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
302,2026-08-07-products-auto-0e769c,https://honsamnote.co.kr/blog/2026-08-07-products-auto-0e769c/,"혼자 사는 직장인, 좁은 주방 조리 기구 선택에 고민된다면? 1인 가구 인덕션 vs 휴대용 가스레인지, 내게 맞는 최적의 선택은?",1인 가구 인덕션 비교｜휴대용 가스레인지,1인 가구 인덕션,비교형,products-general,no,6.9,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
303,2026-08-13-food-auto-05f1fc,https://honsamnote.co.kr/blog/2026-08-13-food-auto-05f1fc/,"혼자 사는 직장인, 신선 채소는 썩히기 일쑤, 냉동 채소는 맛없을까 걱정될 때: 혼밥러를 위한 최적의 채소 선택 가이드",혼밥 채소 해결 방법｜냉동 채소 활용,혼밥 채소,문제해결형,food-waste,no,6.9,A,HIGH,APPLIED,"A등급 재판정: score 6.9, 대표 키워드+의도 포함, 충돌 없음"
304,2026-07-30-safety-40,https://honsamnote.co.kr/blog/2026-07-30-safety-40/,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",1인 가구 장기 부재 체크리스트｜집 비울 때,1인 가구 장기 부재,체크형,fire-prevention,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
305,2026-08-01-housing-auto-e11fd3,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e11fd3/,"혼자 사는 직장인, 빈집 입주 가전·가구, 새것 vs 중고 vs 렌탈! 내 생활에 맞는 똑똑한 선택 가이드",1인 가구 가전 비교｜이사 준비,1인 가구 가전,비교형,moving-prep,no,6.8,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
306,2026-08-01-housing-auto-e6f8ea,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e6f8ea/,"혼자 사는 직장인, 이사 갈 때 포장·반포장·용달 이사 중 뭘 고를까? 내 상황에 맞는 최적의 선택 가이드",1인 가구 이사 비용 정리｜이사 서비스 선택,1인 가구 이사,비용형,moving-prep,no,6.8,A,MEDIUM,HOLD(MEDIUM),fact-check 위험 있는 글 — 제목 변경 보류(내용 검증 우선)
307,2026-08-01-products-78,https://honsamnote.co.kr/blog/2026-08-01-products-78/,"퇴근 후 갓 지은 밥 한 그릇, 1인 가구에게 딱 맞는 밥솥 용량 효율적으로 고르는 법",1인용 밥솥 방법｜밥솥 용량,1인용 밥솥,방법형,kitchen-appliances,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
308,2026-08-04-products-auto-d4b4c6,https://honsamnote.co.kr/blog/2026-08-04-products-auto-d4b4c6/,"혼자 사는 직장인, 좁은 원룸/오피스텔 공간 활용이 답답할 때! 1인 가구 다기능 가구, '이 3가지' 따져보고 고르세요",1인 가구 가구 해결 방법｜좁은 집 가구,1인 가구 가구,문제해결형,products-general,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
309,2026-08-05-food-auto-c06744,https://honsamnote.co.kr/blog/2026-08-05-food-auto-c06744/,"1인 가구 직장인, 요리에 쓰고 남은 신선 허브, 시들기 전에 이렇게 하세요! 버리지 않고 오래 쓰는 보관법",신선 허브 보관 해결 방법｜허브 시들지 않게,신선 허브 보관,문제해결형,ingredient-storage,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
310,2026-08-05-storage-auto-1764b0,https://honsamnote.co.kr/blog/2026-08-05-storage-auto-1764b0/,"1인 가구 직장인, 좁은 옷장 '꽉 찬 옷' 때문에 숨막힌다면? 옷걸이 하나라도 더 거는 현실 수납법",1인 가구 옷장 알아보기｜옷장 정리 팁,1인 가구 옷장,질문형,closet-clothing,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
311,2026-08-06-food-auto-c5562a,https://honsamnote.co.kr/blog/2026-08-06-food-auto-c5562a/,"1인 가구 직장인, 달걀 한 판 앞에서 망설일 때: 신선도 낭비 없이 끝까지 알뜰하게 즐기는 구매부터 보관, 활용법",1인 가구 달걀 해결 방법｜달걀 보관법,1인 가구 달걀,문제해결형,ingredient-storage,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
312,2026-08-06-food-auto-ef165d,https://honsamnote.co.kr/blog/2026-08-06-food-auto-ef165d/,"혼자 사는 직장인, 신선 채소·과일 소량 구매 어려울 때: 동네마트 vs. 온라인 새벽배송, 당신의 시간과 식비를 위한 현명한 선택",1인 가구 장보기 비교｜신선 채소 구매,1인 가구 장보기,비교형,grocery-shopping,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
313,2026-08-06-storage-auto-239c0d,https://honsamnote.co.kr/blog/2026-08-06-storage-auto-239c0d/,"1인 가구 직장인, 좁은 원룸 쌓여가는 분리수거 쓰레기, 냄새 걱정 없이 깔끔하게 보관하는 현실 수납법",1인 가구 분리수거 해결 방법｜좁은 집 쓰레기,1인 가구 분리수거,문제해결형,oneroom-storage,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
314,2026-08-07-food-auto-0e8387,https://honsamnote.co.kr/blog/2026-08-07-food-auto-0e8387/,"1인 가구 직장인, 혼자 시킨 배달 음식 한 끼에 다 못 먹을 때: 버리지 않고 다음 끼니까지 알뜰하게 즐기는 현실적인 전략",1인 가구 배달 음식 해결 방법｜배달음식 소분,1인 가구 배달 음식,문제해결형,food-waste,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
315,2026-08-12-storage-auto-1aceff,https://honsamnote.co.kr/blog/2026-08-12-storage-auto-1aceff/,"1인 가구 직장인, 좁은 옷장 속 '애매한 부피의 가방과 모자' 때문에 정리하기 어렵다면? '전용 수납걸이/랙 vs 다용도 수납함/선반', 현명하게 고르는 법 비교",1인 가구 옷장 비교｜가방 정리,1인 가구 옷장,비교형,closet-clothing,no,6.8,A,HIGH,APPLIED,"A등급 재판정: score 6.8, 대표 키워드+의도 포함, 충돌 없음"
316,2026-08-14-cost-auto-304499,https://honsamnote.co.kr/blog/2026-08-14-cost-auto-304499/,"혼자 사는 직장인, 책 읽고 싶은데 매번 구매 비용 부담된다면? 도서관 vs. 전자책 구독 vs. 종이책 구매, 나에게 맞는 최적의 독서법은?",1인 가구 독서 비교｜책 비용 절약,1인 가구 독서,비교형,general-living-cost,no,6.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
